pelanggan_id,nama_pelanggan,kota,tanggal_daftar,segmen
P01806,Budi Maulana,Depok,2025-04-27,Reguler
P01807,Fajar Puspita,Tangerang Selatan,2024-09-30,Member
P01808,Mila Santoso,Malang,2024-12-05,Reguler
P01809,Vina Permana,Jakarta Selatan,2023-08-26,Reguler
P01810,Dewi Firmansyah,Makassar,2025-02-17,Reguler
P01811,Hana Rahayu,Tangerang Selatan,2024-05-07,Reguler
P01812,Udin Ramadhan,Bekasi,2023-07-04,Member
P01813,Zaki Lestari,Bekasi,2023-07-25,Reguler
P01814,Zaki Wijaya,Bekasi,2024-06-16,Reguler
P01815,Eka Pratama,Jakarta Selatan,2024-09-30,Reguler
P01816,Fajar Wijaya,Tangerang Selatan,2023-10-03,Member
P01817,Citra Lestari,Semarang,2025-07-21,Reguler
P01818,Citra Maulana,Bandung,2024-12-01,Reguler
P01819,Farah Puspita,Denpasar,2024-09-04,Reguler
P01820,Okta Nugroho,Malang,2025-05-14,Reguler
P01821,Fajar Halim,Bekasi,2024-05-03,Premium
P01822,Eka Suryani,Depok,2023-05-22,Reguler
P01823,Hesti Rahayu,Bekasi,2023-12-10,Reguler
P01824,Bayu Suryani,Surabaya,2023-05-05,Premium
P01825,Kirana Halim,Malang,2025-03-21,Member
P01826,Indra Aditya,Depok,2025-04-29,Member
P01827,Joko Santoso,Surabaya,2025-09-19,Member
P01828,Adi Gunawan,Makassar,2025-04-22,Reguler
P01829,Zaki Setiawan,Jakarta Barat,2024-12-25,Premium
P01830,Mila Suryani,Bekasi,2024-11-03,Member
P01831,Lukman Rahayu,Jakarta Barat,2025-04-07,Reguler
P01832,Oki Suryani,Tangerang Selatan,2023-09-11,Reguler
P01833,Lukman Firmansyah,Semarang,2023-11-22,Reguler
P01834,Sari Kusuma,Jakarta Selatan,2023-07-22,Member
P01835,Eka Halim,Bekasi,2023-07-27,Reguler
P01836,Dewi Gunawan,Jakarta Selatan,2024-11-13,Member
P01837,Vina Lestari,Yogyakarta,2025-06-12,Reguler
P01838,Lestari Ramadhan,Malang,2024-01-19,Member
P01839,Farah Maulana,Jakarta Selatan,2024-11-29,Member
P01840,Kartika Rahayu,Bekasi,2023-08-12,Reguler
P01841,Sari Santoso,Jakarta Barat,2023-01-07,Member
P01842,Hesti Gunawan,Depok,2025-08-14,Reguler
P01843,Kirana Permana,Bekasi,2023-01-02,Reguler
P01844,Okta Santoso,Bekasi,2023-07-17,Reguler
P01845,Dian Permana,Yogyakarta,2023-12-09,Premium
P01846,Citra Saputra,Bekasi,2023-05-16,Premium
P01847,Kirana Puspita,Jakarta Barat,2024-06-11,Premium
P01848,Lukman Wijaya,Depok,2023-08-24,Member
P01849,Sari Halim,Tangerang Selatan,2023-11-21,Reguler
P01850,Adi Lestari,Makassar,2023-01-05,Member
P01851,Farah Puspita,Bekasi,2024-08-18,Reguler
P01852,Indra Anggraini,Tangerang Selatan,2025-03-28,Member
P01853,Rangga Setiawan,Bandung,2023-10-02,Premium
P01854,Yanti Aditya,Surabaya,2023-07-04,Reguler
P01855,Fajar Setiawan,Depok,2024-08-15,Reguler
P01856,Putri Gunawan,Bekasi,2025-03-03,Reguler
P01857,Nanda Pratama,Surabaya,2023-01-07,Reguler
P01858,Citra Aditya,Semarang,2024-06-06,Premium
P01859,Dewi Nugroho,Makassar,2025-02-19,Member
P01860,Hesti Aditya,Depok,2023-05-07,Member
P01861,Indra Santoso,Jakarta Selatan,2024-09-19,Premium
P01862,Sari Nugroho,Tangerang Selatan,2024-12-06,Member
P01863,Hesti Gunawan,Bandung,2024-04-04,Reguler
P01864,Adi Permana,Yogyakarta,2024-11-29,Reguler
P01865,Sari Ramadhan,Surabaya,2025-03-09,Reguler
P01866,Lestari Rahayu,Tangerang Selatan,2024-03-20,Member
P01867,Budi Lestari,Yogyakarta,2023-10-09,Member
P01868,Gita Saputra,Surabaya,2025-07-14,Reguler
P01869,Zaki Suryani,Surabaya,2023-08-04,Reguler
P01870,Indra Halim,Bandung,2025-02-19,Premium
P01871,Adi Permana,Tangerang Selatan,2024-05-13,Premium
P01872,Kirana Permana,Jakarta Selatan,2023-08-16,Reguler
P01873,Putri Permana,Semarang,2024-05-10,Reguler
P01874,Hana Gunawan,Malang,2024-10-05,Reguler
P01875,Galih Hartono,Makassar,2025-06-09,Reguler
P01876,Jihan Gunawan,Jakarta Barat,2025-09-04,Premium
P01877,Putri Wijaya,Yogyakarta,2024-10-16,Reguler
P01878,Galih Rahayu,Denpasar,2023-11-23,Member
P01879,Mila Firmansyah,Depok,2025-02-23,Reguler
P01880,Kartika Ramadhan,Tangerang Selatan,2023-06-14,Reguler
P01881,Fajar Kusuma,Surabaya,2025-06-22,Member
P01882,Dian Santoso,Yogyakarta,2024-01-03,Reguler
P01883,Galih Rahayu,Surabaya,2023-10-10,Reguler
P01884,Zaki Saputra,Bandung,2025-04-24,Member
P01885,Wahyu Saputra,Tangerang Selatan,2023-10-14,Member
P01886,Yanti Gunawan,Tangerang Selatan,2025-08-16,Reguler
P01887,Fajar Kusuma,Makassar,2023-04-10,Premium
P01888,Tono Gunawan,Jakarta Selatan,2024-01-11,Reguler
P01889,Indra Ramadhan,Jakarta Selatan,2025-05-17,Reguler
P01890,Farah Maulana,Jakarta Barat,2024-02-13,Reguler
P01891,Kirana Wijaya,Bekasi,2024-03-31,Member
P01892,Hesti Anggraini,Bekasi,2023-07-29,Reguler
P01893,Lestari Maulana,Jakarta Selatan,2025-03-29,Reguler
P01894,Naufal Halim,Jakarta Selatan,2023-08-20,Member
P01895,Dewi Halim,Denpasar,2025-05-16,Member
P01896,Adi Anggraini,Denpasar,2024-05-28,Member
P01897,Indra Ramadhan,Surabaya,2024-09-12,Reguler
P01898,Zaki Aditya,Bandung,2025-07-18,Premium
P01899,Indra Saputra,Depok,2023-07-20,Premium
P01900,Dewi Aditya,Bekasi,2024-09-15,Reguler
P01901,Kartika Aditya,Jakarta Barat,2023-05-12,Reguler
P01902,Maya Kusuma,Tangerang Selatan,2025-01-30,Reguler
P01903,Kartika Firmansyah,Tangerang Selatan,2025-08-16,Reguler
P01904,Bayu Permana,Bandung,2023-05-01,Premium
P01905,Zaki Lestari,Jakarta Selatan,2023-03-18,Member
P01906,Maya Ramadhan,Bandung,2024-11-20,Member
P01907,Citra Setiawan,Bekasi,2023-01-29,Member
P01908,Joko Pratama,Jakarta Selatan,2023-12-13,Reguler
P01909,Bayu Wijaya,Surabaya,2023-11-09,Reguler
P01910,Gita Firmansyah,Jakarta Barat,2025-02-18,Reguler
P01911,Kirana Gunawan,Makassar,2025-09-06,Reguler
P01912,Eka Wijaya,Jakarta Selatan,2024-01-08,Premium
P01913,Irfan Suryani,Bandung,2024-05-30,Member
P01914,Zaki Firmansyah,Semarang,2023-04-04,Reguler
P01915,Budi Kusuma,Surabaya,2023-06-19,Reguler
P01916,Budi Aditya,Jakarta Selatan,2025-01-23,Reguler
P01917,Lukman Rahayu,Surabaya,2025-02-06,Reguler
P01918,Dian Rahayu,Depok,2023-01-06,Reguler
P01919,Yanti Pratama,Semarang,2024-05-14,Reguler
P01920,Zaki Kusuma,Jakarta Barat,2025-03-09,Member
P01921,Oki Halim,Bandung,2024-07-09,Reguler
P01922,Galih Wijaya,Yogyakarta,2023-09-10,Reguler
P01923,Tono Pratama,Depok,2024-10-05,Premium
P01924,Budi Pratama,Jakarta Selatan,2025-07-06,Member
P01925,Joko Gunawan,Bekasi,2025-09-11,Reguler
P01926,Maya Anggraini,Bandung,2025-08-12,Reguler
P01927,Yanti Saputra,Yogyakarta,2024-04-04,Reguler
P01928,Yanti Hartono,Jakarta Selatan,2024-06-28,Reguler
P01929,Citra Saputra,Jakarta Barat,2025-04-26,Member
P01930,Dewi Hartono,Denpasar,2025-04-29,Reguler
P01931,Okta Suryani,Bekasi,2024-07-10,Member
P01932,Citra Permana,Denpasar,2024-05-18,Reguler
P01933,Hesti Aditya,Bekasi,2023-10-10,Reguler
P01934,Naufal Permana,Depok,2025-06-06,Reguler
P01935,Dian Ramadhan,Tangerang Selatan,2025-02-13,Reguler
P01936,Farah Nugroho,Bandung,2024-01-19,Premium
P01937,Gita Santoso,Tangerang Selatan,2024-11-23,Premium
P01938,Tono Wijaya,Yogyakarta,2023-12-08,Reguler
P01939,Dian Puspita,Tangerang Selatan,2023-06-23,Member
P01940,Udin Anggraini,Bekasi,2024-03-25,Reguler
P01941,Zaki Nugroho,Denpasar,2023-11-05,Reguler
P01942,Lestari Lestari,Surabaya,2025-03-10,Premium
P01943,Hana Aditya,Surabaya,2024-10-11,Reguler
P01944,Nanda Ramadhan,Jakarta Selatan,2025-04-22,Member
P01945,Eka Ramadhan,Semarang,2023-05-30,Member
P01946,Irfan Maulana,Jakarta Barat,2024-11-10,Reguler
P01947,Mila Firmansyah,Jakarta Selatan,2024-12-23,Reguler
P01948,Oki Hartono,Semarang,2024-09-11,Reguler
P01949,Kirana Ramadhan,Malang,2024-05-13,Premium
P01950,Indra Hartono,Jakarta Selatan,2023-05-07,Reguler
P01951,Adi Permana,Jakarta Barat,2025-07-05,Reguler
P01952,Galih Wijaya,Bekasi,2025-02-15,Reguler
P01953,Fajar Kusuma,Depok,2025-07-01,Member
P01954,Gita Hartono,Depok,2025-04-20,Reguler
P01955,Bayu Wijaya,Denpasar,2023-08-29,Reguler
P01956,Maya Hartono,Bandung,2024-05-15,Member
P01957,Naufal Saputra,Malang,2024-08-14,Reguler
P01958,Jihan Nugroho,Makassar,2024-04-15,Reguler
P01959,Joko Aditya,Semarang,2025-08-26,Reguler
P01960,Lestari Nugroho,Semarang,2024-05-09,Member
P01961,Citra Firmansyah,Tangerang Selatan,2023-03-06,Reguler
P01962,Budi Nugroho,Depok,2023-10-20,Member
P01963,Oki Pratama,Tangerang Selatan,2025-05-20,Reguler
P01964,Okta Halim,Surabaya,2025-08-02,Member
P01965,Dian Puspita,Jakarta Barat,2025-05-05,Member
P01966,Rangga Wijaya,Tangerang Selatan,2024-12-10,Reguler
P01967,Lukman Gunawan,Jakarta Selatan,2023-02-22,Reguler
P01968,Kirana Permana,Depok,2025-08-05,Member
P01969,Gita Suryani,Yogyakarta,2025-03-18,Reguler
P01970,Tono Rahayu,Yogyakarta,2023-08-21,Premium
P01971,Dewi Maulana,Bandung,2024-04-22,Reguler
P01972,Tono Aditya,Denpasar,2025-07-15,Reguler
P01973,Putri Wijaya,Bekasi,2023-03-19,Premium
P01974,Joko Wijaya,Bandung,2024-12-20,Reguler
P01975,Galih Puspita,Jakarta Selatan,2023-10-08,Member
P01976,Zaki Anggraini,Denpasar,2024-02-15,Member
P01977,Gita Aditya,Jakarta Selatan,2024-07-27,Reguler
P01978,Zaki Firmansyah,Semarang,2024-04-07,Member
P01979,Dewi Permana,Bandung,2023-12-20,Member
P01980,Putri Wijaya,Bekasi,2023-01-22,Reguler
P01981,Irfan Firmansyah,Bekasi,2024-09-20,Premium
P01982,Joko Puspita,Bekasi,2024-08-07,Reguler
P01983,Adi Aditya,Bandung,2025-06-12,Reguler
P01984,Hana Gunawan,Jakarta Barat,2025-09-24,Reguler
P01985,Fajar Kusuma,Bandung,2024-02-01,Member
P01986,Udin Puspita,Jakarta Selatan,2025-05-09,Reguler
P01987,Okta Rahayu,Semarang,2023-07-22,Member
P01988,Hesti Pratama,Malang,2023-03-09,Reguler
P01989,Eka Saputra,Bekasi,2025-03-24,Member
P01990,Oki Anggraini,Jakarta Selatan,2024-10-28,Premium
P01991,Fajar Aditya,Denpasar,2024-11-02,Reguler
P01992,Udin Lestari,Surabaya,2025-06-22,Member
P01993,Yanti Hartono,Tangerang Selatan,2023-12-07,Premium
P01994,Fajar Anggraini,Yogyakarta,2023-09-30,Member
P01995,Tono Setiawan,Depok,2024-09-10,Premium
P01996,Fajar Kusuma,Surabaya,2025-02-28,Member
P01997,Farah Anggraini,Jakarta Selatan,2024-02-07,Premium
P01998,Jihan Lestari,Jakarta Selatan,2023-05-21,Reguler
P01999,Bayu Nugroho,Jakarta Selatan,2024-07-03,Reguler
P02000,Joko Setiawan,Jakarta Selatan,2023-08-13,Reguler
P02001,Bayu Aditya,Jakarta Barat,2024-06-07,Reguler
P02002,Joko Halim,Makassar,2025-01-19,Member
P02003,Rangga Firmansyah,Jakarta Barat,2024-05-24,Reguler
P02004,Kirana Saputra,Bekasi,2023-11-08,Reguler
P02005,Maya Rahayu,Surabaya,2024-05-10,Reguler
P02006,Naufal Suryani,Semarang,2024-12-18,Reguler
P02007,Lukman Pratama,Semarang,2023-07-25,Reguler
P02008,Okta Lestari,Jakarta Selatan,2025-07-10,Reguler
P02009,Joko Firmansyah,Bekasi,2023-06-26,Reguler
P02010,Eka Saputra,Tangerang Selatan,2024-10-17,Reguler
P02011,Farah Firmansyah,Bandung,2024-10-25,Member
P02012,Kartika Firmansyah,Surabaya,2025-08-26,Reguler
P02013,Wahyu Lestari,Yogyakarta,2023-07-23,Reguler
P02014,Kirana Gunawan,Malang,2025-07-16,Reguler
P02015,Putri Setiawan,Bandung,2025-05-02,Reguler
P02016,Bayu Santoso,Semarang,2025-01-16,Reguler
P02017,Joko Aditya,Jakarta Selatan,2025-02-22,Member
P02018,Kirana Permana,Depok,2025-08-05,Premium
P02019,Bayu Rahayu,Denpasar,2023-07-05,Member
P02020,Fajar Rahayu,Jakarta Selatan,2024-08-28,Reguler
P02021,Yanti Pratama,Jakarta Barat,2024-12-29,Reguler
P02022,Naufal Ramadhan,Bekasi,2023-08-09,Reguler
P02023,Irfan Nugroho,Bekasi,2024-08-31,Reguler
P02024,Dewi Saputra,Makassar,2024-08-24,Member
P02025,Mila Rahayu,Jakarta Selatan,2023-07-21,Reguler
P02026,Kirana Santoso,Malang,2025-06-20,Reguler
P02027,Lukman Permana,Depok,2024-07-25,Reguler
P02028,Dewi Ramadhan,Jakarta Barat,2023-11-08,Member
P02029,Galih Puspita,Bandung,2024-12-13,Premium
P02030,Wahyu Setiawan,Yogyakarta,2023-04-01,Reguler
P02031,Indra Anggraini,Surabaya,2024-08-14,Reguler
P02032,Udin Setiawan,Surabaya,2023-03-30,Reguler
P02033,Udin Puspita,Depok,2024-03-03,Reguler
P02034,Lestari Santoso,Bekasi,2025-04-13,Reguler
P02035,Galih Firmansyah,Surabaya,2023-01-12,Premium
P02036,Vina Puspita,Makassar,2025-06-10,Reguler
P02037,Eka Wijaya,Bandung,2023-11-06,Premium
P02038,Indra Anggraini,Bekasi,2024-07-04,Reguler
P02039,Gita Pratama,Bandung,2023-03-02,Reguler
P02040,Kirana Ramadhan,Jakarta Selatan,2023-03-08,Member
P02041,Adi Halim,Bekasi,2025-07-01,Member
P02042,Galih Halim,Malang,2024-12-10,Reguler
P02043,Naufal Suryani,Depok,2024-10-27,Reguler
P02044,Indra Maulana,Bekasi,2025-04-10,Member
P02045,Galih Nugroho,Surabaya,2024-01-27,Reguler
P02046,Eka Santoso,Denpasar,2025-02-14,Reguler
P02047,Galih Permana,Tangerang Selatan,2024-10-29,Reguler
P02048,Gita Lestari,Bekasi,2023-02-10,Reguler
P02049,Farah Halim,Denpasar,2025-01-31,Premium
P02050,Jihan Setiawan,Semarang,2025-03-14,Reguler
P02051,Udin Hartono,Surabaya,2024-04-18,Member
P02052,Farah Setiawan,Jakarta Selatan,2025-07-30,Member
P02053,Kirana Nugroho,Malang,2024-06-09,Member
P02054,Mila Rahayu,Depok,2025-07-01,Member
P02055,Kartika Maulana,Semarang,2023-07-28,Member
P02056,Adi Gunawan,Jakarta Selatan,2023-01-12,Reguler
P02057,Wahyu Gunawan,Jakarta Selatan,2023-04-04,Reguler
P02058,Lukman Permana,Malang,2023-06-08,Reguler
P02059,Hana Firmansyah,Bandung,2025-04-17,Member
P02060,Tono Permana,Tangerang Selatan,2023-01-11,Reguler
P02061,Oki Maulana,Semarang,2024-12-23,Premium
P02062,Fajar Wijaya,Bekasi,2024-12-05,Reguler
P02063,Hesti Gunawan,Makassar,2025-07-21,Reguler
P02064,Wahyu Wijaya,Jakarta Selatan,2024-06-09,Reguler
P02065,Tono Saputra,Surabaya,2024-02-24,Reguler
P02066,Yanti Aditya,Tangerang Selatan,2024-06-22,Reguler
P02067,Rangga Kusuma,Jakarta Selatan,2024-05-27,Reguler
P02068,Farah Setiawan,Semarang,2024-05-30,Member
P02069,Nanda Anggraini,Tangerang Selatan,2023-10-21,Reguler
P02070,Farah Puspita,Depok,2023-05-25,Reguler
P02071,Okta Puspita,Tangerang Selatan,2023-01-21,Reguler
P02072,Putri Halim,Surabaya,2025-03-12,Reguler
P02073,Budi Setiawan,Surabaya,2024-08-27,Member
P02074,Lukman Nugroho,Depok,2023-10-03,Member
P02075,Hana Wijaya,Jakarta Barat,2025-04-05,Reguler
P02076,Bayu Kusuma,Surabaya,2023-09-05,Reguler
P02077,Eka Ramadhan,Bandung,2025-06-06,Reguler
P02078,Tono Halim,Tangerang Selatan,2023-01-08,Member
P02079,Dewi Lestari,Jakarta Barat,2024-08-16,Reguler
P02080,Rangga Permana,Bandung,2023-09-22,Reguler
P02081,Farah Permana,Semarang,2023-01-14,Member
P02082,Lestari Setiawan,Jakarta Barat,2025-04-05,Reguler
P02083,Dewi Firmansyah,Depok,2024-09-30,Reguler
P02084,Irfan Rahayu,Depok,2025-07-08,Member
P02085,Dian Santoso,Bandung,2024-07-08,Reguler
P02086,Farah Suryani,Jakarta Selatan,2023-11-11,Member
P02087,Joko Lestari,Surabaya,2023-09-17,Member
P02088,Galih Ramadhan,Depok,2025-08-26,Reguler
P02089,Oki Santoso,Bekasi,2024-08-23,Premium
P02090,Yanti Aditya,Yogyakarta,2023-07-13,Reguler
P02091,Dian Anggraini,Jakarta Selatan,2025-03-20,Reguler
P02092,Hana Gunawan,Tangerang Selatan,2023-11-10,Reguler
P02093,Maya Nugroho,Denpasar,2025-03-10,Reguler
P02094,Naufal Aditya,Depok,2025-06-13,Member
P02095,Wahyu Halim,Depok,2023-02-02,Reguler
P02096,Kartika Saputra,Tangerang Selatan,2024-08-28,Reguler
P02097,Okta Gunawan,Malang,2024-01-12,Premium
P02098,Rangga Rahayu,Bekasi,2023-10-27,Reguler
P02099,Budi Ramadhan,Bekasi,2025-04-14,Reguler
P02100,Oki Firmansyah,Tangerang Selatan,2023-04-28,Reguler
P02101,Jihan Setiawan,Yogyakarta,2025-04-18,Reguler
P02102,Kirana Santoso,Depok,2025-05-26,Member
P02103,Lestari Santoso,Semarang,2025-04-25,Reguler
P02104,Farah Setiawan,Yogyakarta,2024-10-13,Reguler
P02105,Yanti Saputra,Denpasar,2024-12-30,Reguler
P02106,Sari Kusuma,Tangerang Selatan,2025-09-23,Member
P02107,Jihan Nugroho,Bandung,2024-07-31,Reguler
P02108,Dewi Wijaya,Surabaya,2023-08-27,Member
P02109,Galih Pratama,Makassar,2024-11-26,Member
P02110,Budi Halim,Tangerang Selatan,2023-09-27,Reguler
P02111,Jihan Santoso,Jakarta Selatan,2025-05-18,Reguler
P02112,Hesti Santoso,Semarang,2025-03-28,Reguler
P02113,Eka Lestari,Yogyakarta,2025-08-28,Reguler
P02114,Lukman Permana,Jakarta Selatan,2025-02-26,Member
P02115,Gita Anggraini,Bekasi,2024-08-04,Reguler
P02116,Zaki Wijaya,Bekasi,2023-09-22,Member
P02117,Jihan Setiawan,Surabaya,2024-08-18,Member
P02118,Hesti Firmansyah,Jakarta Selatan,2025-05-30,Member
P02119,Jihan Firmansyah,Semarang,2024-10-13,Member
P02120,Tono Anggraini,Tangerang Selatan,2023-07-27,Reguler
P02121,Naufal Maulana,Jakarta Selatan,2024-02-29,Member
P02122,Putri Setiawan,Jakarta Selatan,2023-07-22,Member
P02123,Maya Anggraini,Bekasi,2024-07-23,Reguler
P02124,Hana Suryani,Jakarta Selatan,2024-07-25,Member
P02125,Hesti Halim,Surabaya,2025-02-09,Reguler
P02126,Eka Nugroho,Jakarta Selatan,2025-06-08,Reguler
P02127,Kirana Lestari,Jakarta Barat,2024-04-25,Member
P02128,Naufal Aditya,Semarang,2025-05-04,Reguler
P02129,Fajar Rahayu,Denpasar,2023-12-09,Reguler
P02130,Indra Hartono,Bandung,2023-05-27,Reguler
P02131,Putri Setiawan,Surabaya,2023-08-26,Reguler
P02132,Fajar Lestari,Yogyakarta,2023-04-27,Member
P02133,Jihan Permana,Semarang,2023-04-20,Reguler
P02134,Putri Firmansyah,Makassar,2025-08-14,Member
P02135,Lukman Anggraini,Bandung,2025-08-03,Member
P02136,Mila Suryani,Semarang,2025-01-18,Reguler
P02137,Lestari Ramadhan,Jakarta Selatan,2024-03-11,Reguler
P02138,Putri Rahayu,Jakarta Selatan,2025-09-18,Reguler
P02139,Oki Lestari,Tangerang Selatan,2024-05-29,Reguler
P02140,Rangga Wijaya,Surabaya,2023-01-24,Premium
P02141,Kirana Halim,Tangerang Selatan,2023-07-05,Member
P02142,Yanti Pratama,Jakarta Selatan,2024-03-05,Member
P02143,Lestari Gunawan,Denpasar,2025-08-17,Member
P02144,Fajar Nugroho,Tangerang Selatan,2024-03-13,Member
P02145,Nanda Permana,Tangerang Selatan,2024-02-25,Reguler
P02146,Wahyu Wijaya,Semarang,2024-03-17,Premium
P02147,Kirana Wijaya,Semarang,2023-12-20,Reguler
P02148,Lukman Halim,Jakarta Barat,2023-02-04,Reguler
P02149,Putri Maulana,Bekasi,2024-08-25,Member
P02150,Zaki Santoso,Jakarta Selatan,2024-12-07,Member
P02151,Okta Puspita,Bandung,2025-08-18,Reguler
P02152,Oki Rahayu,Bekasi,2024-08-07,Reguler
P02153,Okta Setiawan,Jakarta Barat,2025-04-04,Member
P02154,Dewi Lestari,Jakarta Barat,2024-04-03,Reguler
P02155,Nanda Anggraini,Denpasar,2024-12-07,Reguler
P02156,Lukman Suryani,Bekasi,2023-08-01,Reguler
P02157,Budi Saputra,Yogyakarta,2025-02-18,Reguler
P02158,Adi Lestari,Tangerang Selatan,2024-02-22,Member
P02159,Naufal Halim,Malang,2023-05-05,Reguler
P02160,Udin Santoso,Jakarta Selatan,2024-07-22,Member
P02161,Rangga Santoso,Jakarta Selatan,2023-06-28,Reguler
P02162,Vina Wijaya,Surabaya,2024-01-13,Reguler
P02163,Rangga Maulana,Jakarta Selatan,2023-05-17,Member
P02164,Nanda Santoso,Jakarta Selatan,2023-07-10,Member
P02165,Adi Pratama,Surabaya,2023-12-08,Reguler
P02166,Maya Firmansyah,Tangerang Selatan,2024-05-30,Reguler
P02167,Farah Pratama,Surabaya,2024-12-18,Reguler
P02168,Oki Setiawan,Tangerang Selatan,2024-07-31,Reguler
P02169,Lukman Maulana,Jakarta Selatan,2023-10-04,Member
P02170,Rangga Lestari,Jakarta Barat,2024-10-04,Reguler
P02171,Tono Pratama,Semarang,2024-04-07,Member
P02172,Eka Lestari,Yogyakarta,2023-02-26,Reguler
P02173,Dian Pratama,Depok,2024-04-14,Member
P02174,Dian Setiawan,Malang,2024-09-18,Member
P02175,Vina Suryani,Makassar,2023-01-01,Member
P02176,Kirana Permana,Semarang,2023-04-20,Member
P02177,Gita Permana,Malang,2023-07-09,Reguler
P02178,Joko Aditya,Malang,2025-02-17,Reguler
P02179,Lestari Wijaya,Tangerang Selatan,2024-09-06,Member
P02180,Rangga Pratama,Yogyakarta,2025-03-20,Member
P02181,Galih Maulana,Bandung,2024-07-17,Premium
P02182,Rangga Hartono,Bandung,2023-02-01,Member
P02183,Mila Pratama,Jakarta Barat,2025-05-20,Reguler
P02184,Sari Kusuma,Bandung,2025-02-02,Reguler
P02185,Kartika Halim,Depok,2025-09-09,Premium
P02186,Udin Rahayu,Jakarta Barat,2025-08-20,Reguler
P02187,Budi Wijaya,Semarang,2023-02-23,Reguler
P02188,Dian Saputra,Tangerang Selatan,2025-02-09,Premium
P02189,Bayu Setiawan,Depok,2023-07-24,Member
P02190,Irfan Puspita,Makassar,2025-08-18,Reguler
P02191,Galih Firmansyah,Tangerang Selatan,2024-11-07,Reguler
P02192,Gita Suryani,Bandung,2024-03-03,Reguler
P02193,Okta Kusuma,Jakarta Selatan,2023-03-11,Reguler
P02194,Eka Puspita,Semarang,2024-10-01,Reguler
P02195,Okta Nugroho,Malang,2024-10-03,Member
P02196,Dian Anggraini,Makassar,2024-01-20,Member
P02197,Maya Setiawan,Jakarta Selatan,2023-05-13,Member
P02198,Nanda Setiawan,Makassar,2024-12-18,Member
P02199,Irfan Suryani,Malang,2023-10-13,Reguler
P02200,Fajar Lestari,Tangerang Selatan,2023-02-15,Member
P02201,Jihan Puspita,Jakarta Selatan,2025-03-07,Reguler
P02202,Dewi Lestari,Bandung,2024-06-09,Reguler
P02203,Eka Firmansyah,Bandung,2025-04-03,Member
P02204,Zaki Lestari,Malang,2025-09-23,Reguler
P02205,Yanti Rahayu,Depok,2023-04-30,Reguler
P02206,Galih Setiawan,Semarang,2024-05-28,Reguler
P02207,Nanda Ramadhan,Bandung,2023-06-15,Member
P02208,Hana Puspita,Semarang,2024-02-02,Member
P02209,Budi Hartono,Jakarta Selatan,2023-12-04,Premium
P02210,Adi Santoso,Bandung,2023-07-02,Member
P02211,Dewi Firmansyah,Malang,2024-08-05,Member
P02212,Nanda Saputra,Denpasar,2024-12-14,Reguler
P02213,Gita Saputra,Jakarta Barat,2025-03-13,Premium
P02214,Joko Halim,Makassar,2025-07-23,Member
P02215,Adi Suryani,Yogyakarta,2025-03-20,Reguler
P02216,Putri Ramadhan,Tangerang Selatan,2024-07-19,Reguler
P02217,Yanti Lestari,Surabaya,2023-12-05,Reguler
P02218,Indra Kusuma,Jakarta Barat,2024-07-03,Reguler
P02219,Hana Suryani,Tangerang Selatan,2023-09-27,Premium
P02220,Bayu Firmansyah,Yogyakarta,2024-06-30,Reguler
P02221,Wahyu Halim,Surabaya,2025-05-22,Member
P02222,Fajar Setiawan,Bekasi,2023-05-05,Reguler
P02223,Dian Wijaya,Surabaya,2024-09-01,Member
P02224,Kartika Firmansyah,Bandung,2023-12-12,Member
P02225,Nanda Aditya,Surabaya,2023-06-29,Premium
P02226,Kartika Suryani,Bandung,2023-04-29,Member
P02227,Tono Permana,Semarang,2024-02-02,Reguler
P02228,Yanti Ramadhan,Bekasi,2024-02-14,Reguler
P02229,Irfan Firmansyah,Bandung,2024-05-21,Reguler
P02230,Kartika Puspita,Malang,2025-04-12,Reguler
P02231,Wahyu Halim,Bandung,2024-09-27,Reguler
P02232,Kartika Permana,Bandung,2023-03-21,Reguler
P02233,Dewi Anggraini,Bandung,2024-08-20,Reguler
P02234,Kirana Setiawan,Bekasi,2023-06-03,Premium
P02235,Nanda Anggraini,Makassar,2025-01-02,Member
P02236,Kartika Rahayu,Malang,2025-04-26,Member
P02237,Adi Maulana,Tangerang Selatan,2025-02-22,Reguler
P02238,Adi Pratama,Jakarta Barat,2023-09-06,Reguler
P02239,Gita Ramadhan,Jakarta Barat,2025-06-22,Reguler
P02240,Citra Ramadhan,Jakarta Barat,2025-07-17,Reguler
P02241,Naufal Halim,Malang,2023-01-10,Reguler
P02242,Udin Kusuma,Yogyakarta,2025-06-26,Member
P02243,Sari Rahayu,Jakarta Selatan,2024-04-18,Reguler
P02244,Nanda Setiawan,Jakarta Selatan,2025-02-12,Premium
P02245,Oki Anggraini,Bandung,2024-03-25,Member
P02246,Sari Nugroho,Makassar,2024-10-17,Member
P02247,Dian Ramadhan,Tangerang Selatan,2025-02-13,Reguler
P02248,Irfan Permana,Bekasi,2023-06-24,Reguler
P02249,Yanti Santoso,Bandung,2024-05-18,Reguler
P02250,Udin Permana,Surabaya,2023-03-12,Premium
P02251,Naufal Santoso,Jakarta Barat,2023-09-01,Reguler
P02252,Irfan Anggraini,Jakarta Selatan,2024-07-11,Member
P02253,Rangga Gunawan,Jakarta Selatan,2023-05-29,Reguler
P02254,Joko Aditya,Jakarta Selatan,2025-09-06,Premium
